financial_year,wpm_material_type,wpm_material_name,waste_stream,recycled,waste_to_energy,export_interstate,export_international,disposal,recovery_rate,,,,,,,
2018-2019,"Aggregate, masonry and soils",Soil,and,natural,materials,Construction,and,Demolition,1256524,0,0,0,728821.321379,0.632899,,
2018-2019,"Aggregate, masonry and soils",Soil,and,natural,materials,Municipal,Solid,Waste,25000,0,0,0,14597.095688,0.631359,,
2018-2019,Glass,Container,glass,Commercial,and,Industrial,12400,0,0,518.139126,34538.016932,0.272212,,,,
2018-2019,Glass,Container,glass,Construction,and,Demolition,0,0,0,19.653415,676.008516,0.028251,,,,
2018-2019,Glass,Container,glass,Municipal,Solid,Waste,163268,0,0,13845.811109,36702.272375,0.828346,,,,
2018-2019,Glass,Other,glass,Commercial,and,Industrial,3700,0,0,0,16951.169149,0.179166,,,,
2018-2019,Glass,Other,glass,Construction,and,Demolition,900,0,0,0,3298.131168,0.214381,,,,
2018-2019,Glass,Other,glass,Municipal,Solid,Waste,0,0,0,0,36343.863354,0,,,,
2018-2019,Metals,Aluminium,Commercial,and,Industrial,24354,0,0,50954.521723,21440.006733,0.778394,,,,,
2018-2019,Metals,Aluminium,Construction,and,Demolition,338,0,0,6347.569725,3896.10301,0.631806,,,,,
2018-2019,Metals,Aluminium,Municipal,Solid,Waste,0,0,0,21278.552083,19813.253315,0.517829,,,,,
2018-2019,Metals,Ferrous,Commercial,and,Industrial,452401,0,0,210133.262687,69684.769099,0.90483,,,,,
2018-2019,Metals,Ferrous,Construction,and,Demolition,101379,0,0,43427.790984,16683.641241,0.896689,,,,,
2018-2019,Metals,Ferrous,Municipal,Solid,Waste,200758,0,0,134705.299669,33282.265459,0.909741,,,,,
2018-2019,Metals,Other,metals,Commercial,and,Industrial,175749,0,0,16377.205502,0,1,,,,
2018-2019,Metals,Other,metals,Construction,and,Demolition,16452,0,0,1226.37907,0,1,,,,
2018-2019,Metals,Other,metals,Municipal,Solid,Waste,14386,0,0,2528.955438,0,1,,,,
2018-2019,Organics,Food,organics,Commercial,and,Industrial,18729.49,0,0,6846.004282,304300.016855,0.07753,,,,
2018-2019,Organics,Food,organics,Construction,and,Demolition,0,0,0,106.858107,3009.115298,0.034293,,,,
2018-2019,Organics,Food,organics,Municipal,Solid,Waste,39794.83,0,0,6727.250321,602105.611706,0.071723,,,,
2018-2019,Organics,Garden,organics,Commercial,and,Industrial,32518.51,0,0,0,76698.876083,0.297741,,,,
2018-2019,Organics,Garden,organics,Construction,and,Demolition,17840,0,0,0,21691.295257,0.451288,,,,
2018-2019,Organics,Garden,organics,Municipal,Solid,Waste,416193.17,0,0,0,95407.893745,0.813511,,,,
2018-2019,Organics,Other,organics,Commercial,and,Industrial,133507,0,0,0,37861.062249,0.779065,,,,
2018-2019,Organics,Other,organics,Construction,and,Demolition,0,0,0,0,526.805587,0,,,,
2018-2019,Organics,Other,organics,Municipal,Solid,Waste,25539,0,0,0,95164.427044,0.211584,,,,
2018-2019,Organics,Wood,/timber,Commercial,and,Industrial,66774,0,0,1.12071,295771.118124,0.184183,,,,
2018-2019,Organics,Wood,/timber,Construction,and,Demolition,126320,0,0,1.629657,118293.721536,0.516409,,,,
2018-2019,Organics,Wood,/timber,Municipal,Solid,Waste,0,0,0,0.249633,26628.7435,9E-06,,,,
2018-2019,Paper,and,cardboard,Cardboard,Commercial,and,Industrial,553024,0,0,287040.49695,98650.668442,0.894908,,,
2018-2019,Paper,and,cardboard,Cardboard,Construction,and,Demolition,84,0,0,15946.694275,4331.669797,0.78727,,,
2018-2019,Paper,and,cardboard,Cardboard,Municipal,Solid,Waste,0,0,0,15946.694275,34975.441911,0.313158,,,
2018-2019,Paper,and,cardboard,Liquidpaperboard,Commercial,and,Industrial,0,0,0,0,35634.570341,0,,,
2018-2019,Paper,and,cardboard,Liquidpaperboard,Construction,and,Demolition,0,0,0,0,537.809338,0,,,
2018-2019,Paper,and,cardboard,Liquidpaperboard,Municipal,Solid,Waste,0,0,0,0,26555.90362,0,,,
2018-2019,Paper,and,cardboard,Newsprint,and,magazines,Commercial,and,Industrial,54171,0,0,8732.0415,0,1,
2018-2019,Paper,and,cardboard,Newsprint,and,magazines,Construction,and,Demolition,0,0,0,623.71725,0,1,
2018-2019,Paper,and,cardboard,Newsprint,and,magazines,Municipal,Solid,Waste,4000,0,0,3118.58625,0,1,
2018-2019,Paper,and,cardboard,Other,paper,Commercial,and,Industrial,40186,0,0,96686.731974,106380.355895,0.562676,,
2018-2019,Paper,and,cardboard,Other,paper,Construction,and,Demolition,0,0,0,19.080859,1640.43972,0.011497,,
2018-2019,Paper,and,cardboard,Other,paper,Municipal,Solid,Waste,84845,0,0,50586.120167,119497.293165,0.531251,,
2018-2019,Paper,and,cardboard,Printing,and,writing,paper,Commercial,and,Industrial,29099,0,0,0,102277.552635,0.221493
2018-2019,Paper,and,cardboard,Printing,and,writing,paper,Construction,and,Demolition,0,0,0,0,1676.191628,0
2018-2019,Paper,and,cardboard,Printing,and,writing,paper,Municipal,Solid,Waste,0,0,0,0,79774.172196,0
2018-2019,Plastic,HDPE,(2),Commercial,and,Industrial,3751.922777,0,461.007968586411,5918.849944,67813.051644,0.129986,,,,
2018-2019,Plastic,HDPE,(2),Construction,and,Demolition,298.707141,0,51.3029707576587,629.664888,4384.199839,0.182643,,,,
2018-2019,Plastic,HDPE,(2),Municipal,Solid,Waste,10611.271492,0,1714.84156065593,20590.041828,67979.477809,0.326239,,,,
2018-2019,Plastic,LDPE,(4),Commercial,and,Industrial,11438.542645,0,162.156434046932,3973.270822,50788.854579,0.234679,,,,
2018-2019,Plastic,LDPE,(4),Construction,and,Demolition,197.150809,0,3.49296033694595,76.409054,3283.563897,0.07781,,,,
2018-2019,Plastic,LDPE,(4),Municipal,Solid,Waste,8631.39927,0,147.850605616122,3311.059018,32424.68024,0.2716,,,,
2018-2019,Plastic,Other,plastics,(7),Commercial,and,Industrial,9034.37357,0,0,1696.448432,38104.122893,0.219736,,,
2018-2019,Plastic,Other,plastics,(7),Construction,and,Demolition,203.536547,0,0,50.893453,2350.761326,0.097662,,,
2018-2019,Plastic,Other,plastics,(7),Municipal,Solid,Waste,1.8125,0,0,0,80168.167492,2.2E-05,,,
2018-2019,Plastic,PET,(1),Commercial,and,Industrial,1116.382096,0,895.117219936995,10552.250305,28089.925159,0.309043,,,,
2018-2019,Plastic,PET,(1),Construction,and,Demolition,0,0,0,0,1816.049307,0,,,,
2018-2019,Plastic,PET,(1),Municipal,Solid,Waste,991.393142,0,1449.17978006301,15184.94556,45362.302668,0.279824,,,,
2018-2019,Plastic,PP,(5),Commercial,and,Industrial,6645.803112,0,395.593274904413,3251.548746,54477.43061,0.158914,,,,
2018-2019,Plastic,PP,(5),Construction,and,Demolition,323.285394,0,23.3389855368994,176.714606,3522.035017,0.129367,,,,
2018-2019,Plastic,PP,(5),Municipal,Solid,Waste,8594.051157,0,620.567739558687,4700.608514,34779.545285,0.285764,,,,
2018-2019,Plastic,PS,(6),Commercial,and,Industrial,1574.591277,0,33.0458192910075,718.959604,14186.830888,0.140891,,,,
2018-2019,Plastic,PS,(6),Construction,and,Demolition,974.154403,0,39.123847800081,490.19973,917.19662,0.621098,,,,
2018-2019,Plastic,PS,(6),Municipal,Solid,Waste,1621.315457,0,86.2303329089115,816.99955,9057.173251,0.217976,,,,
2018-2019,Plastic,PVC,(3),Commercial,and,Industrial,1495.665594,0,33.0198694758489,980.07977,35750.813837,0.065572,,,,
2018-2019,Plastic,PVC,(3),Construction,and,Demolition,364.504849,0,9.65824988490463,255.672984,2311.335481,0.214144,,,,
2018-2019,Plastic,PVC,(3),Municipal,Solid,Waste,718.325846,0,19.8218806392464,553.958131,22824.076593,0.053578,,,,
2018-2019,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,47608.227307,0,,,,,
2018-2019,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3713.331806,0,,,,,
2018-2019,Textiles,Clothing,Municipal,Solid,Waste,250,0,0,0,59236.266283,0.004202,,,,,
2018-2019,Textiles,Other,textiles,Commercial,and,Industrial,0,0,0,20.007392,73125.285868,0.000273,,,,
2018-2019,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6618.901701,0,,,,
2018-2019,Textiles,Other,textiles,Municipal,Solid,Waste,250,0,0,0.292608,19397.054515,0.012739,,,,
2018-2019,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,7420,0,0,9717.32381,0,1,,
2018-2019,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2018-2019,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2018-2019,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,21439.975482,10238.253103,0.676804,,
2018-2019,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,179.782284,0,,
2018-2019,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,2593.815329,2327.213923,0.527087,,
2018-2019,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,17093,0,0,5523.229399,1114.451876,0.953037,,
2018-2019,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,0,0,0,0,128.941215,0,,
2018-2019,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,0,0,0,1147.002601,0,1,,
2018-2019,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,5527,0,0,0,0,1,,
2018-2019,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2018-2019,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2019-2020,"Aggregate, masonry and soils",Asphalt,Commercial,and,Industrial,12000,0,0,0,4025.382193,0.748812,,,,,
2019-2020,"Aggregate, masonry and soils",Asphalt,Construction,and,Demolition,486768,0,0,0,1044.774555,0.997858,,,,,
2019-2020,"Aggregate, masonry and soils",Asphalt,Municipal,Solid,Waste,11523,0,0,0,744.864539,0.939283,,,,,
2019-2020,"Aggregate, masonry and soils",Bricks,Commercial,and,Industrial,3659,0,0,0,34472.740286,0.095956,,,,,
2019-2020,"Aggregate, masonry and soils",Bricks,Construction,and,Demolition,1289662,0,0,0,29536.726454,0.97761,,,,,
2019-2020,"Aggregate, masonry and soils",Bricks,Municipal,Solid,Waste,0,0,0,0,48925.389617,0,,,,,
2019-2020,"Aggregate, masonry and soils",Concrete,Commercial,and,Industrial,17975,0,0,0,40732.128863,0.30618,,,,,
2019-2020,"Aggregate, masonry and soils",Concrete,Construction,and,Demolition,3148079,0,0,0,26868.096111,0.991537,,,,,
2019-2020,"Aggregate, masonry and soils",Concrete,Municipal,Solid,Waste,16300,0,0,0,397.223025,0.97621,,,,,
2019-2020,"Aggregate, masonry and soils",Plaster,Commercial,and,Industrial,32060,0,0,0,28433.694548,0.529972,,,,,
2019-2020,"Aggregate, masonry and soils",Plaster,Construction,and,Demolition,556,0,0,0,15970.264438,0.033643,,,,,
2019-2020,"Aggregate, masonry and soils",Plaster,Municipal,Solid,Waste,0,0,0,0,4411.945195,0,,,,,
2019-2020,"Aggregate, masonry and soils",Rubble,Commercial,and,Industrial,32000,0,0,0,17986.230159,0.640176,,,,,
2019-2020,"Aggregate, masonry and soils",Rubble,Construction,and,Demolition,473506,0,0,0,10166.346994,0.97898,,,,,
2019-2020,"Aggregate, masonry and soils",Rubble,Municipal,Solid,Waste,68000,0,0,0,2980.228154,0.958013,,,,,
2019-2020,"Aggregate, masonry and soils",Soil,and,natural,materials,Commercial,and,Industrial,17242,0,0,0,136801.9026,0.111929,,
2019-2020,"Aggregate, masonry and soils",Soil,and,natural,materials,Construction,and,Demolition,929359,0,0,0,757447.589029,0.550957,,
2019-2020,"Aggregate, masonry and soils",Soil,and,natural,materials,Municipal,Solid,Waste,0,0,0,0,15529.85775,0,,
2019-2020,Glass,Container,glass,Commercial,and,Industrial,12100,0,0,140.943922,35894.583332,0.254301,,,,
2019-2020,Glass,Container,glass,Construction,and,Demolition,900,0,0,5.346111,702.56043,0.563058,,,,
2019-2020,Glass,Container,glass,Municipal,Solid,Waste,283804,0,0,3766.329967,39047.566809,0.880448,,,,
2019-2020,Glass,Other,glass,Commercial,and,Industrial,0,0,0,0,17616.968421,0,,,,
2019-2020,Glass,Other,glass,Construction,and,Demolition,0,0,0,0,3427.673461,0,,,,
2019-2020,Glass,Other,glass,Municipal,Solid,Waste,0,0,0,0,38666.255264,0,,,,
2019-2020,Metals,Aluminium,Commercial,and,Industrial,21707,0,0,57988.626423,22282.11625,0.7815,,,,,
2019-2020,Metals,Aluminium,Construction,and,Demolition,0,0,0,7223.830918,4049.132133,0.64081,,,,,
2019-2020,Metals,Aluminium,Municipal,Solid,Waste,5922,0,0,24215.986449,21079.330581,0.588433,,,,,
2019-2020,Metals,Ferrous,Commercial,and,Industrial,421229,0,0,228150.752117,72421.81149,0.899665,,,,,
2019-2020,Metals,Ferrous,Construction,and,Demolition,96811,0,0,47151.426905,17338.93269,0.892505,,,,,
2019-2020,Metals,Ferrous,Municipal,Solid,Waste,203401,0,0,146255.357388,35409.019657,0.908044,,,,,
2019-2020,Metals,Other,metals,Commercial,and,Industrial,181374,0,0,15808.500421,0,1,,,,
2019-2020,Metals,Other,metals,Construction,and,Demolition,7705,0,0,1183.792561,0,1,,,,
2019-2020,Metals,Other,metals,Municipal,Solid,Waste,13990,0,0,2441.136439,0,1,,,,
2019-2020,Organics,Food,organics,Commercial,and,Industrial,35704.8,12274.8,0,6657.56188,316252.155841,0.147313,,,,
2019-2020,Organics,Food,organics,Construction,and,Demolition,0,0,0,103.916742,3127.305776,0.03216,,,,
2019-2020,Organics,Food,organics,Municipal,Solid,Waste,40908.48,0,50000,6542.076728,640580.475746,0.132041,,,,
2019-2020,Organics,Garden,organics,Commercial,and,Industrial,80272,0,0,0,79711.414948,0.501752,,,,
2019-2020,Organics,Garden,organics,Construction,and,Demolition,6543,0,0,0,22543.274754,0.224951,,,,
2019-2020,Organics,Garden,organics,Municipal,Solid,Waste,611413.52,0,20000,0,101504.50814,0.861506,,,,
2019-2020,Organics,Other,organics,Commercial,and,Industrial,135493,0,0,11.180755,39348.149508,0.774963,,,,
2019-2020,Organics,Other,organics,Construction,and,Demolition,0,0,0,0,547.497185,0,,,,
2019-2020,Organics,Other,organics,Municipal,Solid,Waste,12705,0,0,6.201245,101245.48379,0.111544,,,,
2019-2020,Organics,Wood,/timber,Commercial,and,Industrial,86839,0,0,0.448284,307388.263428,0.220277,,,,
2019-2020,Organics,Wood,/timber,Construction,and,Demolition,97056,0,0,0.651863,122940.001268,0.441173,,,,
2019-2020,Organics,Wood,/timber,Municipal,Solid,Waste,18300,0,0,0.099853,28330.334161,0.392449,,,,
2019-2020,Paper,and,cardboard,Cardboard,Commercial,and,Industrial,402104,0,0,209764.2888,102525.418476,0.856486,,,
2019-2020,Paper,and,cardboard,Cardboard,Construction,and,Demolition,176,0,0,11653.5716,4501.806887,0.724346,,,
2019-2020,Paper,and,cardboard,Cardboard,Municipal,Solid,Waste,45,0,0,11653.5716,37210.390973,0.23919,,,
2019-2020,Paper,and,cardboard,Liquidpaperboard,Commercial,and,Industrial,0,0,0,0,37034.206601,0,,,
2019-2020,Paper,and,cardboard,Liquidpaperboard,Construction,and,Demolition,0,0,0,0,558.933136,0,,,
2019-2020,Paper,and,cardboard,Liquidpaperboard,Municipal,Solid,Waste,0,0,0,0,28252.839775,0,,,
2019-2020,Paper,and,cardboard,Newsprint,and,magazines,Commercial,and,Industrial,23680,0,0,26769.46594,0,1,
2019-2020,Paper,and,cardboard,Newsprint,and,magazines,Construction,and,Demolition,0,0,0,1912.10471,0,1,
2019-2020,Paper,and,cardboard,Newsprint,and,magazines,Municipal,Solid,Waste,45,0,0,9560.52355,0,1,
2019-2020,Paper,and,cardboard,Other,paper,Commercial,and,Industrial,7173,0,0,90836.521004,110558.708601,0.469915,,
2019-2020,Paper,and,cardboard,Other,paper,Construction,and,Demolition,0,0,0,17.926336,1704.872064,0.010405,,
2019-2020,Paper,and,cardboard,Other,paper,Municipal,Solid,Waste,125075,0,0,47525.312659,127133.232805,0.575845,,
2019-2020,Paper,and,cardboard,Printing,and,writing,paper,Commercial,and,Industrial,140854,0,0,0,106294.757552,0.569915
2019-2020,Paper,and,cardboard,Printing,and,writing,paper,Construction,and,Demolition,0,0,0,0,1742.028218,0
2019-2020,Paper,and,cardboard,Printing,and,writing,paper,Municipal,Solid,Waste,0,0,0,0,84871.783594,0
2019-2020,Plastic,HDPE,(2),Commercial,and,Industrial,2972.474618,0,633.182159515445,4173.581102,70476.577682,0.099407,,,,
2019-2020,Plastic,HDPE,(2),Construction,and,Demolition,166.838873,0,46.4252053433323,293.914162,4556.400177,0.100162,,,,
2019-2020,Plastic,HDPE,(2),Municipal,Solid,Waste,10109.413085,0,2179.53949847456,14343.011112,72323.402055,0.269131,,,,
2019-2020,Plastic,LDPE,(4),Commercial,and,Industrial,16828.772987,0,405.899670775682,4015.125608,52783.712992,0.287029,,,,
2019-2020,Plastic,LDPE,(4),Construction,and,Demolition,304.018043,0,8.51803277874841,77.213954,3412.534024,0.102504,,,,
2019-2020,Plastic,LDPE,(4),Municipal,Solid,Waste,4809.217672,0,118.665629778903,1138.905822,34496.634295,0.149563,,,,
2019-2020,Plastic,Other,plastics,(7),Commercial,and,Industrial,6563.034594,0,288,1019.092074,39600.756962,0.165788,,,
2019-2020,Plastic,Other,plastics,(7),Construction,and,Demolition,0,0,0,0,2443.093317,0,,,
2019-2020,Plastic,Other,plastics,(7),Municipal,Solid,Waste,792.438718,0,0,127.386509,85290.955396,0.010669,,,
2019-2020,Plastic,PET,(1),Commercial,and,Industrial,3441.147794,0,713.086495107545,6229.937777,29193.226739,0.262376,,,,
2019-2020,Plastic,PET,(1),Construction,and,Demolition,0,0,0,0,1887.379153,0,,,,
2019-2020,Plastic,PET,(1),Municipal,Solid,Waste,6896.411667,0,1462.27020489245,12665.258117,48260.977573,0.303441,,,,
2019-2020,Plastic,PP,(5),Commercial,and,Industrial,13158.719655,0,363.423991790005,3109.370229,56617.167009,0.227055,,,,
2019-2020,Plastic,PP,(5),Construction,and,Demolition,41.723833,0,1.68028695343644,18.844668,3660.371691,0.016721,,,,
2019-2020,Plastic,PP,(5),Municipal,Solid,Waste,11667.908998,0,328.379054589892,2807.855541,37001.97645,0.28576,,,,
2019-2020,Plastic,PS,(6),Commercial,and,Industrial,2137.800271,0,0.303910820379209,412.279192,14744.053909,0.147468,,,,
2019-2020,Plastic,PS,(6),Construction,and,Demolition,1099.102962,0,0.459066358471561,214.38518,953.221795,0.579554,,,,
2019-2020,Plastic,PS,(6),Municipal,Solid,Waste,3814.91333,0,0.320356154482563,709.120211,9635.931367,0.31951,,,,
2019-2020,Plastic,PVC,(3),Commercial,and,Industrial,1680.065014,0,67.0995145111627,640.283798,37155.015849,0.060376,,,,
2019-2020,Plastic,PVC,(3),Construction,and,Demolition,604.576077,0,26.654837031245,255.875495,2402.118923,0.2697,,,,
2019-2020,Plastic,PVC,(3),Municipal,Solid,Waste,652.26394,0,30.8289817909256,293.95929,24282.547045,0.03868,,,,
2019-2020,Textiles,Clothing,Commercial,and,Industrial,0,0,0,0,49478.158685,0,,,,,
2019-2020,Textiles,Clothing,Construction,and,Demolition,0,0,0,0,3859.182136,0,,,,,
2019-2020,Textiles,Clothing,Municipal,Solid,Waste,0,0,0,0,63021.494733,0,,,,,
2019-2020,Textiles,Other,textiles,Commercial,and,Industrial,32000,0,0,12.703215,75997.4631,0.296386,,,,
2019-2020,Textiles,Other,textiles,Construction,and,Demolition,0,0,0,0,6878.875506,0,,,,
2019-2020,Textiles,Other,textiles,Municipal,Solid,Waste,0,0,0,0.185785,20636.536461,9E-06,,,,
2019-2020,Tyres,and,rubber,Offroad,tyres,Commercial,and,Industrial,7706,0,0,8351.7854,0,1,,
2019-2020,Tyres,and,rubber,Offroad,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2019-2020,Tyres,and,rubber,Offroad,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2019-2020,Tyres,and,rubber,Other,rubber,Commercial,and,Industrial,0,0,0,12120.220495,10640.385923,0.532508,,
2019-2020,Tyres,and,rubber,Other,rubber,Construction,and,Demolition,0,0,0,0,186.843679,0,,
2019-2020,Tyres,and,rubber,Other,rubber,Municipal,Solid,Waste,0,0,0,1466.308286,2475.924112,0.371948,,
2019-2020,Tyres,and,rubber,Passenger,tyres,Commercial,and,Industrial,10263,0,0,6380.697086,1158.224742,0.934938,,
2019-2020,Tyres,and,rubber,Passenger,tyres,Construction,and,Demolition,0,0,0,0,134.005702,0,,
2019-2020,Tyres,and,rubber,Passenger,tyres,Municipal,Solid,Waste,0,0,0,1325.071914,0,1,,
2019-2020,Tyres,and,rubber,Truck,tyres,Commercial,and,Industrial,14589,0,0,0,0,1,,
2019-2020,Tyres,and,rubber,Truck,tyres,Construction,and,Demolition,0,0,0,0,0,,,
2019-2020,Tyres,and,rubber,Truck,tyres,Municipal,Solid,Waste,0,0,0,0,0,,,
2020-2021,"Aggregate, masonry and soils",Asphalt,Commercial,and,Industrial,1698,0,0,0,3919.134004,0.302289,,,,,
2020-2021,"Aggregate, masonry and soils",Asphalt,Construction,and,Demolition,937977,0,0,0,1017.198191,0.998916,,,,,
2020-2021,"Aggregate, masonry and soils",Asphalt,Municipal,Solid,Waste,0,0,0,0,751.720554,0,,,,,
2020-2021,"Aggregate, masonry and soils",Bricks,Commercial,and,Industrial,8913,0,0,0,33562.8475,0.209836,,,,,
2020-2021,"Aggregate, masonry and soils",Bricks,Construction,and,Demolition,1015723,0,0,0,28757.117577,0.972467,,,,,
2020-2021,"Aggregate, masonry and soils",Bricks,Municipal,Solid,Waste,0,0,0,0,49375.717472,0,,,,,
2020-2021,"Aggregate, masonry and soils",Concrete,Commercial,and,Industrial,21350,0,0,0,39657.022274,0.349959,,,,,
2020-2021,"Aggregate, masonry and soils",Concrete,Construction,and,Demolition,2652087,0,0,0,26158.924556,0.990232,,,,,
2020-2021,"Aggregate, masonry and soils",Concrete,Municipal,Solid,Waste,0,0,0,0,400.879217,0,,,,,
2020-2021,"Aggregate, masonry and soils",Plaster,Commercial,and,Industrial,0,0,0,0,27683.199712,0,,,,,
2020-2021,"Aggregate, masonry and soils",Plaster,Construction,and,Demolition,32641,0,0,0,15548.736347,0.677343,,,,,
2020-2021,"Aggregate, masonry and soils",Plaster,Municipal,Solid,Waste,0,0,0,0,4452.554413,0,,,,,
2020-2021,"Aggregate, masonry and soils",Rubble,Commercial,and,Industrial,0,0,0,0,17511.491541,0,,,,,
2020-2021,"Aggregate, masonry and soils",Rubble,Construction,and,Demolition,780733,0,0,0,9898.010746,0.98748,,,,,
2020-2021,"Aggregate, masonry and soils",Rubble,Municipal,Solid,Waste,11608,0,0,0,3007.659306,0.794216,,,,,
2020-2021,"Aggregate, masonry and soils",Soil,and,natural,materials,Commercial,and,Industrial,1909,0,0,0,133191.076675,0.01413,,
2020-2021,"Aggregate, masonry and soils",Soil,and,natural,materials,Construction,and,Demolition,1117581,0,0,0,737455.093755,0.602457,,
2020-2021,"Aggregate, masonry and soils",Soil,and,natural,materials,Municipal,Solid,Waste,0,0,0,0,15672.800455,0,,
2020-2021,Glass,Container,glass,Commercial,and,Industrial,159885,0,0,0,34947.161626,0.820629,,,,
2020-2021,Glass,Container,glass,Construction,and,Demolition,0,0,0,0,684.016657,0,,,,
2020-2021,Glass,Container,glass,Municipal,Solid,Waste,174755,0,0,0,39406.975434,0.815994,,,,
2020-2021,Glass,Other,glass,Commercial,and,Industrial,0,0,0,0,17151.976304,0,,,,
2020-2021,Glass,Other,glass,Construction,and,Demolition,0,0,0,0,3337.201531,0,,,,
2020-2021,Glass,Other,glass,Municipal,Solid,Waste,0,0,0,0,39022.154152,0,,,,
2020-2021,Metals,Aluminium,Commercial,and,Industrial,44650,0,0,63036.413266,21693.989613,0.832323,,,,,
2020-2021,Metals,Aluminium,Construction,and,Demolition,0,0,0,7852.650066,3942.257076,0.665766,,,,,
2020-2021,Metals,Aluminium,Municipal,Solid,Waste,1462,0,0,26323.936668,21273.35274,0.566374,,,,,
2020-2021,Metals,Ferrous,Commercial,and,Industrial,704894,0,0,220265.046007,70510.269696,0.929183,,,,,
2020-2021,Metals,Ferrous,Construction,and,Demolition,0,0,0,45521.704926,16881.279205,0.729479,,,,,
2020-2021,Metals,Ferrous,Municipal,Solid,Waste,45848,0,0,141200.249068,35734.937715,0.839597,,,,,
2020-2021,Metals,Other,metals,Commercial,and,Industrial,161766,0,0,15909.834777,0,1,,,,
2020-2021,Metals,Other,metals,Construction,and,Demolition,0,0,0,1191.380811,0,1,,,,
2020-2021,Metals,Other,metals,Municipal,Solid,Waste,4134,0,0,2456.784412,0,1,,,,
2020-2021,Organics,Food,organics,Commercial,and,Industrial,43603.844,3510.54,0,7963.418756,307904.819572,0.151736,,,,
2020-2021,Organics,Food,organics,Construction,and,Demolition,0,0,0,124.299638,3044.761918,0.039222,,,,
2020-2021,Organics,Food,organics,Municipal,Solid,Waste,53170.61,0,0,7825.281606,646476.621564,0.086216,,,,
2020-2021,Organics,Garden,organics,Commercial,and,Industrial,159835.34,0,0,0,77607.467281,0.673153,,,,
2020-2021,Organics,Garden,organics,Construction,and,Demolition,0,0,0,0,21948.254953,0,,,,
2020-2021,Organics,Garden,organics,Municipal,Solid,Waste,531942.39,0,0,0,102438.794158,0.838521,,,,
2020-2021,Organics,Other,organics,Commercial,and,Industrial,413565,0,0,0.643238,38309.572445,0.91522,,,,
2020-2021,Organics,Other,organics,Construction,and,Demolition,0,0,0,0,533.046238,0,,,,
2020-2021,Organics,Other,organics,Municipal,Solid,Waste,0,0,0,0.356762,102177.38565,3E-06,,,,
2020-2021,Organics,Wood,/timber,Commercial,and,Industrial,214938,0,0,0.37357,299274.885692,0.417994,,,,
2020-2021,Organics,Wood,/timber,Construction,and,Demolition,0,0,0,0.543219,119695.05412,4E-06,,,,
2020-2021,Organics,Wood,/timber,Municipal,Solid,Waste,74500,0,0,0.083211,28591.097309,0.722662,,,,
2020-2021,Paper,and,cardboard,Cardboard,Commercial,and,Industrial,304463,0,0,190072.8,99819.305242,0.832054,,,
2020-2021,Paper,and,cardboard,Cardboard,Construction,and,Demolition,0,0,0,10559.6,4382.983679,0.706678,,,
2020-2021,Paper,and,cardboard,Cardboard,Municipal,Solid,Waste,46,0,0,10559.6,37552.889535,0.220222,,,
2020-2021,Paper,and,cardboard,Liquidpaperboard,Commercial,and,Industrial,0,0,0,0,36056.70504,0,,,
2020-2021,Paper,and,cardboard,Liquidpaperboard,Construction,and,Demolition,0,0,0,0,544.180342,0,,,
2020-2021,Paper,and,cardboard,Liquidpaperboard,Municipal,Solid,Waste,0,0,0,0,28512.889635,0,,,
2020-2021,Paper,and,cardboard,Newsprint,and,magazines,Commercial,and,Industrial,14690,0,0,2881.9,0,1,
2020-2021,Paper,and,cardboard,Newsprint,and,magazines,Construction,and,Demolition,0,0,0,205.85,0,1,
2020-2021,Paper,and,cardboard,Newsprint,and,magazines,Municipal,Solid,Waste,6287,0,0,1029.25,0,1,
2020-2021,Paper,and,cardboard,Other,paper,Commercial,and,Industrial,84147,0,0,80431.618628,107640.560216,0.604581,,
2020-2021,Paper,and,cardboard,Other,paper,Construction,and,Demolition,0,0,0,15.872958,1659.872718,0.009472,,
2020-2021,Paper,and,cardboard,Other,paper,Municipal,Solid,Waste,170089,0,0,42081.508414,128303.415331,0.623162,,
2020-2021,Paper,and,cardboard,Printing,and,writing,paper,Commercial,and,Industrial,37824,0,0,0,103489.154275,0.26766
